ID	Hardness	Diameter	T-Flour	B-Flour	SRC-W
GID405	71.85814645	2.431615857	68.44653546	48.07955159	59.88837769
GID406	75.16955221	2.556710152	69.10626578	47.28193	60.09396959
GID407	76.91173633	2.524024127	69.59188938	47.64002384	61.93460868
GID408	74.20234244	2.544187574	69.90539132	48.32734145	59.56654084
GID409	64.93590331	2.584850218	69.09174831	49.38562179	59.56108471
GID410	70.85066785	2.507797631	68.4311851	47.31447846	59.52824701
GID411	69.70377882	2.504223998	68.83071487	46.18139623	59.19532918
GID412	67.84894382	2.500800998	70.80978586	50.11789129	58.42544123
GID413	67.52639582	2.730204998	70.77953694	47.3104376	62.11721996
GID414	67.72091822	2.568657095	69.01133081	46.56265489	60.57297911
GID415	77.89639016	2.621991354	69.07684555	43.2774191	61.95818735
GID416	67.46436643	2.524035418	70.41173692	48.5410241	60.88458201
GID417	70.8056507	2.734868736	69.82838067	46.76545662	60.64136317
GID418	70.29627697	2.638400398	69.87366984	46.87263371	60.58371607
GID419	64.9845667	2.540033038	69.45900349	48.16631814	60.3752765
GID420	61.21583031	2.595091896	71.58672986	50.71482765	58.56005315
GID421	66.99252458	2.689887524	72.2763267	49.54366181	55.65536436
GID422	79.52606256	2.549500359	69.06253367	43.80066777	63.12801431
GID423	61.44798926	2.606647814	69.76239382	49.66145176	59.65522602
GID424	67.32389548	2.618759238	68.65123439	45.54135219	60.31065316
GID425	67.32535568	2.713151651	70.42163393	47.6301153	62.04802983
GID426	70.36556897	2.502179061	70.51433465	48.30806667	59.47505476
GID427	70.3273233	2.538132129	70.17234896	48.40644069	59.76969686
GID428	66.50618282	2.650640577	68.30541062	46.07583912	58.5214074
GID429	72.4739072	2.497175675	69.06330031	47.15861714	61.08729102
GID430	69.60100837	2.707338861	69.45258099	47.73954235	60.39380118
GID431	65.59325619	2.713701754	69.54148624	48.07604554	60.87959038
GID432	70.21357268	2.619611631	70.55885018	48.22742784	58.6994209
GID433	68.16236589	2.616172357	70.22233027	47.92632447	59.18148569
GID434	73.94407535	2.538270792	68.76451311	45.8848906	60.68562483
GID435	73.86407167	2.692461124	70.36176131	48.95992271	62.9819168
GID436	69.05768019	2.687905754	69.99877626	47.86166941	59.10714921
GID437	67.28113505	2.392246407	69.60721025	49.21676765	59.04740327
GID438	63.00656702	2.597356241	69.12104433	49.01245434	59.45295811
GID439	75.04719158	2.614407415	69.06586526	47.06312793	61.2353282
GID440	71.53463119	2.605195754	68.86302965	44.41812623	62.62367329
GID441	67.09442521	2.558223745	70.80622981	48.64386254	60.36925295
GID442	67.70974585	2.547535037	73.39422543	52.21083959	57.5707028
GID443	67.15726962	2.521131722	71.82071696	50.96180141	57.77185309
GID444	67.05140292	2.455276497	72.29587477	51.37233338	58.50457333
GID445	70.13324298	2.662293108	70.46777834	46.97846639	62.59919314
GID446	74.7914209	2.609058826	68.31256863	44.76698284	62.23021703
GID447	69.48344743	2.534977832	71.12595134	49.8166482	59.09735494
GID448	72.69230084	2.531780969	68.70000987	47.62945179	61.29670916
GID449	74.21799074	2.523003977	69.83283427	49.59469341	63.93673395
GID450	75.33782853	2.493474952	68.28688962	46.79209915	63.00373579
GID451	74.4832147	2.560380095	74.27920106	53.53084536	57.26636106
GID452	71.82006423	2.76158371	67.97021605	43.93917104	64.47041429
GID453	72.53839827	2.711724994	70.22223324	46.25578071	63.80522204
GID454	66.85670391	2.657145008	70.46847054	46.72123626	62.79450985
GID455	65.43189922	2.402473528	70.08268478	50.59512233	62.10681281
GID456	67.64881373	2.475710945	69.2909071	47.50714411	60.70978521
GID457	68.64162513	2.612251799	69.37290561	46.22648364	63.78510942
GID458	74.76977267	2.416237416	67.69594972	45.99724015	63.52129795
GID459	70.90835641	2.6301259	69.43521986	45.52096849	62.59944565
GID460	73.17983184	2.58783697	69.80713473	47.84792947	59.64306097
GID461	68.70650116	2.518118364	68.42044476	45.92869237	62.39302283
GID462	75.41255437	2.507328877	69.09696877	46.36676319	61.82197068
GID463	71.07292578	2.507337444	70.44984058	49.63527326	59.74225193
GID464	67.10784515	2.70959454	70.64731778	49.59581757	60.26244745
GID465	79.25624782	2.550409881	64.12409662	38.63246629	66.47808781
GID466	65.00266606	2.58944574	71.49461998	49.326509	56.41132209
GID467	72.66862319	2.514551518	70.01191139	47.84058325	59.27024109
GID468	60.67190514	2.588799939	71.72175746	51.49369939	57.70623253
GID469	72.58758217	2.560275421	68.95390178	44.79671552	60.75659942
GID470	63.36790131	2.422545093	70.67279146	50.70467135	58.76622553
GID471	62.05775064	2.533985952	71.84237212	52.00976727	57.38860907
GID472	66.8096288	2.594211496	69.83298352	48.62994467	59.58306631
GID473	60.47764726	2.554958162	70.09259766	50.18463075	57.79526701
GID474	72.81274978	2.605343593	67.68737733	45.34781134	63.505728
GID475	69.70745072	2.589598303	68.08553035	44.69114317	63.97960852
GID476	80.46801691	2.491025183	68.45851207	42.27152747	62.27932838
GID477	74.10964589	2.653545315	68.89673289	45.36208263	62.81315119
GID478	65.7915588	2.561958976	70.19040734	49.59681159	58.98134266
GID479	73.42363655	2.588766202	67.55684096	45.66571224	62.97742875
GID480	76.05369905	2.728472986	67.58104218	42.6634711	64.68941846
GID481	74.90562254	2.53649913	68.08097646	44.78112493	64.65868867
GID482	60.58916454	2.60492835	70.82419384	49.55222608	57.93305669
GID483	65.39403109	2.589925125	69.10670301	49.1465008	58.8621266
GID484	64.38962309	2.463485187	71.7379806	52.10883251	56.3472587
GID485	70.27269169	2.531953946	69.76150291	47.97871384	61.00178154
GID486	63.31880927	2.550500612	68.1003892	47.7232408	58.80220366
GID487	71.61896461	2.471216401	66.73511471	46.02087413	59.63769628
GID488	68.23671749	2.622901655	67.39540969	46.61362475	57.11905858
GID489	64.30474884	2.56716967	71.5827516	50.29743904	58.99129582
GID490	64.00797229	2.474861478	69.86952608	48.06337333	58.9473381
GID491	71.12775151	2.476481594	65.64661128	46.09164948	60.04369886
GID492	72.44945067	2.518523906	68.45309671	46.97202712	60.86777624
GID493	75.28159925	2.697131373	67.16893965	42.41296956	67.78125967
GID494	72.68496233	2.656823519	69.11423564	45.56763865	64.54862942
GID495	67.31681676	2.627646936	69.83856261	48.00677117	59.78026753
GID496	61.67056122	2.705384443	68.44985099	47.1322709	61.56596763
GID497	70.49295761	2.516760909	68.2048041	46.90921233	62.91561904
